"id","junction_name","latitude","longitude"
920,"MELROSE  AV  AT  NORMANDIE  AV",34.083565983690235,-118.29926897187033
921,"3RD  ST  AT  VAN NESS  AV",34.068959382696754,-118.31516393754347
922,"ALBRIGHT  ST  AT  FISKE  ST",34.049013533974744,-118.52254711287866
923,"MANNING  AV  AT  LA  GRANGE  AV",34.04987723205434,-118.42882341291066
924,"ALVARADO TER  S/O  POWERS PL",34.04544528122883,-118.28058462507931
925,"CHAUTAUQUA BL AT BESTOR BL",34.04978607445192,-118.51749761707809
926,"2ND ST  AT  FULLER  AV",34.07103586498497,-118.34863604614091
927,"LA JOLLA AV AT COLGATE AV",34.07058370876984,-118.36741583082332
928,"CYPRESS  AV   AT   CAZADOR  ST",34.103609149926456,-118.23708343019996
929,"ENTRADA DR AT SAN LORENZO ST",34.03384087979068,-118.51014474477557
930,"GLADSTONE  AV  AT  POLK  ST",34.316842433094536,-118.43603202564233
931,"NORDHOFF  ST  AT  DE  SOTO  AV",34.2354662775459,-118.58854441978725
932,"OSO  AV  N/O  PARTHENIA  ST",34.22821806664388,-118.5754262674303
933,"EUSTACE  ST  AT  BORDEN  AV",34.28408653647869,-118.41551966066484
934,"PACIFIC  AV  AT  SUNSET  AV",33.99394046963539,-118.47722689192013
935,"YORK  BL  AT  ELLENWOOD  DR",34.12516210119909,-118.22211897143198
936,"77TH ST W/O SEPULVEDA BL",33.97168146842588,-118.39490570497658
937,"FORRESTER  DR  AT  QUEENSBURY  DR",34.039417251738506,-118.40570290240248
938,"SCARBORO ST  S/O  WOLLAM  ST",34.10357885618938,-118.22666784728125
939,"BAXTER  ST  E/O  LAKE SHORE  AV",34.09046771437544,-118.25255673885783
940,"135 th ST AT HOOVER ST",33.90916469265302,-118.28651099417237
941,"HARPS  ST  E/O  GLADSTONE  AV",34.30306854078504,-118.41887604997206
942,"WELLWORTH  AV  AT  HOLMBY  AV",34.06369984838693,-118.4282405716383
943,"CLINTON ST AT ROSSMORE AV",34.08167146106858,-118.32718422832698
944,"TEMPLE  ST  AT  FIRMIN  ST",34.06480397482444,-118.25272251619387
945,"LAKE SHORE AV N/O  BAXTER ST",34.09099806015275,-118.25379323360771
946,"EDGEMONT ST  AT  SANTA MONICA BL",34.090852872269366,-118.29607419588116
947,"EWING ST  W/O  LAKE SHORE  AV",34.08940195601796,-118.25490877366694
948,"ADAMS  BL  AT  BRIGHTON  AV",34.03273234866554,-118.30026374006782
949,"BORDEN  AV  N/O  VAUGHN  ST",34.28502136739127,-118.41787313320835
950,"DEVONSHIRE  ST  AT  VARIEL  AV",34.257245566094376,-118.59076373816126
951,"MASON  AV  S/O  SHERMAN  WAY",34.20094264608116,-118.57973866806145
952,"5TH  ST  AT  PACIFIC  AV",33.73966064781636,-118.28570638560278
953,"168th ST AT HOOVER ST",33.87925502783323,-118.28686470118436
954,"GAGER  ST  AT  VANPORT  AV",34.28112321172603,-118.39285494418645
955,"FRANKLIN  AV  W/O  HIGHLAND  AV",34.1050546710043,-118.33748622942022
956,"FRAMPTON  AV  N/O  LOMITA  BL",33.79874030173848,-118.29915508138942
957,"LOMITA  BL  AT  FRAMPTON  AV",33.79780097549211,-118.29915830900966
958,"COMETA AV S/O BROMONT AV",34.286091263381856,-118.41205800712544
959,"LASSEN ST AT MASON AV",34.24999232234107,-118.57982137596396
960,"CORBIN  AV  N/O  HIAWATHA  ST",34.259342029907216,-118.56355099207853
961,"MAIN  ST  AT  MANCHESTER  AV",33.960092960403465,-118.27387586929905
962,"118TH  ST  AT  CENTRAL  AV",33.9263602048891,-118.25431469991203
963,"LANKERSHIM BL AT BURBANK BL",34.17105368488413,-118.37836493120864
964,"DEVONSHIRE ST AT SEPULVEDA BL",34.25728144915251,-118.46503635806417
965,"BARBYDELL  DR  AT  WOODBINE  ST",34.03461249675139,-118.40282373722683
966,"PARTHENIA  ST  AT  WILLIS  AV",34.228265602074494,-118.45356102733487
967,"REDONDO  BL   AT   WESTHAVEN  ST",34.03250351561639,-118.3562701936124
968,"ST  ANDREWS  PL  AT  39TH  PL",34.01463189489003,-118.31109552989975
969,"29TH  ST  AT  GRIFFITH  AV",34.01711385281797,-118.25923838365033
970,"CADILLAC AV AT LA CIENEGA BL",34.03824721824076,-118.37721835561078
971,"PICO  BL  AT  COCHRAN  AV",34.048153936804745,-118.35155626798706
972,"5TH  ST  E/O  FLOWER  ST",34.05018082003009,-118.25394368222864
973,"TRINITY  ST  AT  ADAMS  BL",34.02346689336626,-118.26262550960956
974,"WILBUR AV AT VENTURA BL",34.17225498788996,-118.54474028879075
975,"STONE CANYON AV AT MARBLE DR",34.142239801396286,-118.46024716253241
976,"MARENGO  ST   AT   CHICAGO  ST",34.05603535424307,-118.20606027689595
977,"12TH AVE   AT   VENICE  BL",34.04762825826832,-118.32454804602777
978,"ORLANDO  AV  AT  PACKARD  ST",34.05511916590442,-118.37391069167009
979,"WASHINGTON  BL  AT  BERENDO  ST",34.04000183639299,-118.29340759374564
980,"SOTO  ST  AT  WHITTIER  BL",34.035015664364785,-118.21529055243764
981,"WABASH AV AT FICKETT ST",34.053024573324784,-118.20385056404797
982,"TEMPLE  ST  E/O  LOS  ANGELES  ST",34.05342495769913,-118.24087442339632
983,"VAN NUYS  BL  AT  ERWIN  ST",34.18265253399226,-118.44872403464917
984,"WOODLEY  AV  AT  CHATSWORTH  ST",34.26466579065649,-118.48479978804812
985,"SHERMAN GROVE AV N/O DAY ST",34.25429141525748,-118.32016307864697
986,"GRAND  AV  N/O  7TH  ST",34.047972608143745,-118.25598788515265
987,"TREMAINE  AV   N/O   OLYMPIC  BL",34.058601463396045,-118.33671693803021
988,"WARNER  AV  AT  ASHTON  AV",34.06425950003506,-118.43223660439403
989,"DODSON  AV   AT 16TH ST",33.73068220310416,-118.31188875221632
990,"ALMA  ST   AT   24TH  ST",33.722472544280045,-118.29903425249229
991,"PATTON AV AT 27th ST",33.7187764689011,-118.30500495238581
992,"SUPERBA  AV  W/O  PENMAR  AV",33.99634995927872,-118.45750590887239
993,"SAWTELLE  BL   AT  CULVER  DR",33.997020836532,-118.40315185294786
994,"TUPPER ST  AT  HAYVENHURST AV",34.239358099496314,-118.49377481356015
995,"RIMPAU   BL AT 4TH ST",34.06893589564106,-118.33035403274482
996,"6TH  ST  E/O  ST  LOUIS  ST",34.039080040671365,-118.21737428288714
997,"MARENGO  ST  AT  CUMMINGS  ST",34.05653713940034,-118.20720882866365
998,"PENMAR AV N/O LUCILLE AV",33.997535702001336,-118.45314739351002
999,"HOLLYWOOD BL  AT  MARTEL  AV",34.10163399074358,-118.34998651919547
1000,"THAYER  AV  AT  LE CONTE  AV",34.06792971868286,-118.43552918163081
1001,"BIENVENEDA  AV  AT  EL HITO  CIR",34.060054108359495,-118.54360455914961
1002,"CORSICA  DR  AT  NAPOLI  DR",34.04814969627258,-118.50557168490833
1003,"PIERCE  ST  AT  ARLETA  AV",34.251016954332336,-118.43554648552134
1004,"ORANGE GROVE  AV  S/O  SELMA  AV",34.09807527747334,-118.36037214592969
1005,"GOWER  ST  AT  FRANKLIN  AV",34.10432878625175,-118.32243731794449
1006,"ELECTRIC AV AT WESTMINSTER AV",33.99235366886375,-118.47050298291043
1007,"WADE  ST  N/O  PALMS  BL",34.011030294484605,-118.44498417080021
1008,"COTNER  AV  AT  LA GRANGE  AV",34.0436272553842,-118.44307357305794
1009,"CHICKASAW AV E/O TOWNSEND AV",34.13785966746486,-118.2015160384103
1010,"ASHTON  AV  AT  FAIRBURN  AV",34.061086661235656,-118.43201375783293
1011,"VANALDEN  AV   AT   CHATSWORTH  ST",34.26527461363945,-118.54915237709031
1012,"KEWEN  AVE  AT  VAN NUYS  BL",34.262380215687614,-118.42720393884035
1013,"SEPULVEDA  BL  N/O  MULHOLLAND  DR",34.12985832775081,-118.48053350438435
1014,"BROMONT AV AT HARDING ST",34.297292779294146,-118.42216929252183
1015,"CORRENTI  ST  AT  HADDON  AV",34.2477725887706,-118.41466326411934
1016,"MELROSE  AV  AT  VAN NESS  AV",34.083509273245866,-118.31463699778412
1017,"DEVONSHIRE  ST  AT  BALBOA  BL",34.257493685474316,-118.49797717822182
1018,"WHITWORTH  DR  AT  CLARK  DR",34.05710411500624,-118.38472705654733
1019,"CLYBOURN  AV  AT  VALERIO  ST",34.20316904489733,-118.36244720844579
1020,"CLEARWOOD  CT   W/O   NICADA  DR",34.1273747799285,-118.44724695570511
1021,"FRANKLIN  AV  AT  BRONSON  AV",34.105263448239725,-118.31800672486334
1022,"HOLLYWOOD  BL  AT  EDGEMONT  ST",34.10177772830397,-118.29451885744903
1023,"SHERMAN  WAY  AT  FALLBROOK  AV",34.20099235954235,-118.62128684023625
1024,"OWENSMOUTH  AV  AT  ERWIN  ST",34.18111891079961,-118.60152461590985
1025,"WESTERN  AV   AT   60TH  PL",33.985236541792254,-118.308956404224
1026,"78th ST AT CRENSHAW BL",33.969075391699526,-118.33085644777415
1027,"257TH  ST  AT  FRAMPTON  AV",33.79093170195232,-118.29748684465423
1028,"223rd ST AT HARVARD BL",33.82452015199315,-118.30374829804038
1029,"WILMINGTON AV N/O WILLOWBROOK AV",33.931496135516625,-118.23905293252321
1030,"WELLS  DR  AT  DEL  MORENO  DR",34.15930204938742,-118.57566167725929
1031,"VINELAND  AV  E/O  FRUITLAND  DR",34.13933253369021,-118.37020623260291
1032,"OXNARD  ST  AT  WHITE  OAK  AV",34.18014026206564,-118.51851721984136
1033,"WILTON PL AT 39th ST",34.01464108716014,-118.31518504537298
1034,"HOOPER  AV  AT  41ST  ST",34.00927227430128,-118.25213249937971
1035,"LEDGE AV  S/O LANARK ST",34.2163579377236,-118.35757258005712
1036,"SHERMAN  WAY  AT  WOODLAKE  AV",34.20052355231522,-118.62907952509934
1037,"GLORIA AV AT MOORPARK ST",34.155776614168104,-118.47926530247278
1038,"CAMARILLO  ST  AT  BAKMAN  AV",34.157644557877525,-118.37739804520712
1039,"VENTURA  BL  AT  HAYVENHURST  AV",34.157569942885765,-118.49235913289161
1040,"8TH  ST  AT  RIMPAU  BL",34.06096084813612,-118.3307906372487
1041,"9TH  ST   AT   RIMPAU  BL",34.05894504251154,-118.33293322682043
1042,"MALCOLM  AV  N/O  MANNING  AV",34.06712678743302,-118.43798976711439
1043,"CEDROS AV AT BASSETT ST",34.19574374087058,-118.45310043393802
1044,"WOODLEY AV S/O MAGNOLIA BL",34.16307827203541,-118.4836379708612
1045,"VAN  NUYS  BL  AT  ADDISON  ST",34.15941943966632,-118.44870902400875
1046,"SATICOY ST AT WOODLEY AV",34.20843996184206,-118.48368062855857
1047,"CHATSWORTH ST E/O CHATSWORTH DR",34.26449371854701,-118.45858473541666
1048,"103RD ST   AT   JUNIPER  ST",33.94312023627002,-118.23275712003158
1049,"PACIFIC  AV  AT  FRANCES  AV",34.00111689747967,-118.43601988856456
1050,"HILGARD  AV  AT  WARNER  AV",34.07298331009972,-118.43735254372473
1051,"GENESEE  AV  AT  MELROSE  AV",34.08375064951403,-118.35841943241992
1052,"FEDERAL AV AT BARRY AV",34.01886139135012,-118.43401054907928
1053,"OLIVE  AV  AT  FREY  AV",33.98633062452681,-118.46030368244904
1054,"DEVON  AV  S/O  STRATHMORE  DR",34.070340943174045,-118.4292453303705
1055,"JUNALUSKA WAY   AT   ALMAR AVE",34.046989053607454,-118.53427813843788
1056,"CARMELINA  AV  AT  SUNSET  BL",34.05782768040823,-118.4806853205315
1057,"WESTGATE AV  AT DARLINGTON AV",34.04998301465492,-118.4674244924875
1058,"COLGATE AV AT LA JOLLA AV",34.069413512566044,-118.36454292445632
1059,"MORENO  AV  AT  BALTIC ST",34.04492322162129,-118.48606693678553
1060,"2nd ST AT SYCAMORE AV",34.07105024077915,-118.34294834882878
1061,"LA JOLLA AV AT COLGATE AV",34.06972451246537,-118.36729608963756
1062,"COVENTRY  PL  AT  GLENDON  AV",34.0345406613852,-118.42165367921876
1063,"FIGUEROA  ST  AT  ANNAN  WAY",34.12925536401015,-118.18794691321091
1064,"LA  GRANGE  AV   W/O   BEVERLY GLEN BL",34.053393997235425,-118.42280301252548
1065,"WOODLEY AV AT VICTORY BL",34.18492908779055,-118.48365780930017
1066,"OLYMPIC  BL  AT  VETERAN  AV",34.04228200292978,-118.4344294055786
1067,"GRIFFIN  AV  S/O  ALTURA  ST",34.07370134990212,-118.21173128377545
1068,"5th ST AT LA JOLLA AV",34.06809622635598,-118.36756170132128
1069,"EDGEWATER TER AT SILVER LAKE BL",34.100680077481535,-118.2601885042854
1070,"NEBRASKA  AV  AT  STONER  AV",34.039977566678544,-118.45279571190673
1071,"11th ST AT CENTRE ST",33.734203356926784,-118.28138822644576
1072,"RINALDI ST AT TAMPA AV",34.27523951353942,-118.55200094113339
1073,"PARTHENIA  ST  AT  RANCHITO  AV",34.22965587138123,-118.4383798242412
1074,"AMALFI DR AT TOULON DR",34.04418298041789,-118.51010556139535
1075,"FOX HILLS  DR   AT   CALVIN  AV",34.05435343643671,-118.41806411277885
1076,"VINE  ST  AT  ROMAINE  ST",34.088930151365076,-118.32663033938465
1077,"CHASE  ST  AT  KELVIN  AV",34.22458078377391,-118.5841600939566
1078,"DE FOE  AV  N/O  PINNEY  ST",34.272758729410434,-118.41488084260364
1079,"ROSSMORE AV AT CLINTON ST",34.08167146106858,-118.32718422832698
1080,"1st ST AT HANFORD AV",33.74333962232309,-118.3020580869931
1081,"3RD  ST  AT  CITRUS  AV",34.06890918334799,-118.33969182830488
1082,"ROSEWOOD  AV  AT  WINDSOR  BL",34.07896905081062,-118.31875053234818
1083,"FIGUEROA  ST  AT  AMABEL  ST",34.08852843451872,-118.21563048188754
1084,"SAN  PABLO  ST  S/O  VALLEY  BL",34.06401401393484,-118.2025666012847
1085,"HILLSIDE  AV  AT  OUTPOST  DR",34.105903436328894,-118.34361655862887
1086,"WONDERLAND AV  AT  HERMITS GLEN",34.1125934839414,-118.38337384882954
1087,"LOWELL  AV  AT  TEMPLETON  ST",34.08367079765146,-118.16239757129682
1088,"ALCYONA  DR  AT  EL CONTENTO  DR",34.11117788555012,-118.32675447267523
1089,"CANOGA  AV  AT  LOPEZ  ST",34.16164579981435,-118.59673077874253
1090,"HAMLIN ST AT BECK AV",34.18853117933794,-118.3823338173395
1091,"MEYLER  ST  AT  9TH  ST",33.73607087472567,-118.2967602310744
1092,"SEWARD  ST  AT  SANTA MONICA  BL",34.090728526524806,-118.3331841059697
1093,"WALKER  AV   AT   1ST  ST",33.74334646168117,-118.30426193077932
1094,"PARTHENIA  ST  E/O  RESEDA  BL",34.228240988652985,-118.53584748183727
1095,"SUNSET  BL  AT  MUSKINGUM  AV",34.04888143046199,-118.53517974917925
1096,"VERMONT  AV  AT  54TH  ST",33.993217530355246,-118.29150692019456
1097,"KITTRIDGE ST AT AGNES AV",34.19031034995567,-118.39539964670787
1098,"VICTORY BL AT TAMPA AV",34.1865794384094,-118.55350136863458
1099,"OXNARD ST AT HAZELTINE AV",34.17940033982915,-118.4399891597874
1100,"FOUNTAIN  AV  E/O  WESTERN",34.094978498866475,-118.30700318463127
1101,"LOS FELIZ BL E/O HUXLEY ST",34.116107721601416,-118.27241838782854
1102,"SEPULVEDA  BL  AT  LINCOLN  BL",33.953376860244504,-118.39629666174956
1103,"VIGNES  ST  AT  1ST  ST",34.04843184451205,-118.23390639498062
1104,"47TH  ST  AT  HARVARD  BL",34.001001578033325,-118.30456252464401
1105,"HAUSER  BL  AT  OLYMPIC  BL",34.05738983346946,-118.35355077952592
1106,"MECCA  AV  AT  LINNET  ST",34.1657347681292,-118.5375242304176
1107,"HORTENSE ST AT TOBIAS AV",34.1547745110664,-118.45092184669863
1108,"ARLINGTON  AV  AT  VENICE  BL",34.043574801093904,-118.31772360749612
1109,"7TH  ST  AT  MOTT  ST",34.031369607882105,-118.21491261020192
1110,"RESEDA  BL  AT  SUPERIOR  ST",34.24547786703696,-118.53610225674538
1111,"SHARP  AV  AT  HAGAR  ST",34.27378025609527,-118.45395226926654
1112,"CHATSWORTH ST AT HASKELL AV",34.26459527242367,-118.47393746540772
1113,"HAYNES ST AT DENSMORE AV",34.1892392031596,-118.47742504309718
1114,"MAIN  ST  AT  14TH  ST",34.035317352747256,-118.26120369709595
1115,"BRONSON  AV  AT  8TH  ST",34.06134848528936,-118.3180812427891
1116,"CENTURY  BL  AT  MAIN  ST",33.94557230936215,-118.27388779423829
1117,"OPHIR  DR  AT  KELTON  AV",34.06822185311666,-118.452534816575
1118,"PALMS  BL  AT  OAKWOOD  AV",33.99208217711936,-118.46250065101741
1119,"ANDALUSIA AVE   AT   RIALTO AVE",33.989398359656704,-118.46738003236757
1120,"RIALTO AVE   AT   ANDALUSIA AVE",33.98904803276633,-118.46734764171376
1121,"LOUISE AV AT OAK VIEW DR",34.152403685651095,-118.50804035348564
1122,"YORK BL AT ARMADALE AV",34.12247280133818,-118.21207074978525
1123,"TALMADGE ST AT RUSSELL AV",34.10362205151613,-118.28305709690343
1124,"FOOTHILL  BL  AT  MARCUS  AV",34.24757062973515,-118.27945983658796
1125,"VENTURA BL W/O WOODMAN AV",34.14802590891874,-118.43123926539752
1126,"GAVIOTA  AV  S/O  NORDHOFF  ST",34.23460091189238,-118.48286272639078
1127,"SOTO  ST  AT  1ST  ST",34.043708766273326,-118.20977760577634
1128,"ALVARADO ST AT KENT ST",34.07378375164182,-118.26581235757973
1129,"SANBORN  AV  AT  FOUNTAIN  AV",34.09578882363685,-118.27867961536938
1130,"BADGER AV AT CLAYWOOD AV",34.326084045641956,-118.42744238418004
1131,"BOYLE AV AT 1st ST",34.04724056575793,-118.21985251723261
1132,"FIGUEROA  ST  AT  79TH  ST",33.96882842774522,-118.28269879349519
1133,"4TH  AV  AT  INDIANA  AV",33.99456149239587,-118.47241013052692
1134,"OVERLAND  AV  AT  OLYMPIC  BL",34.04739054657367,-118.42936185139712
1135,"KINCARDINE AV W/O LIVONIA AV",34.03250178146888,-118.39159731351546
1136,"GRANVILLE  AV  S/O  SUNSET  BL",34.063757936223475,-118.4717241285223
1137,"AVOCA  ST  AT  YOSEMITE  DR",34.132729942166726,-118.19595200610875
1138,"FILMORE ST AT BEACHY AV",34.255529125156734,-118.4438291932207
1139,"TRUESDALE  ST  E/O  GLENOAKS  BL",34.250021800428584,-118.3862961584262
1140,"VALERIO ST AT GENESTA AV",34.204795322689094,-118.50332290807636
1141,"MILWOOD  AV  AT  LINDEN  AV",33.99590217285677,-118.4611226757027
1142,"CHAUTAUQUA  BL  AT  LA  CUMBRE  DR",34.03147240429347,-118.51900263798261
1143,"HOLLYWOOD BL S/O SUNSET PLAZA DR",34.097744469206354,-118.37933876502774
1144,"DEVONSHIRE  ST  AT  MASON  AV",34.257255013779485,-118.57983374654899
1145,"RESEDA  BL  AT  TRIBUNE  ST",34.26727252605572,-118.5361130445565
1146,"VAUGHN  ST  AT  BORDEN  AV",34.28645532559266,-118.41590660986623
1147,"TEMPLE  ST  AT  FIRMIN  ST",34.06550326742792,-118.25342836154593
1148,"ALAMEDA  ST  AT  ALPINE  ST",34.06165546786657,-118.23632255578293
1149,"3RD  ST  AT  MESA  ST",33.74147468564808,-118.28569750296627
1150,"SUMMERLAND  AV   AT   BANDINI  ST",33.747629138613526,-118.29890649955902
1151,"Lake Hollywood Dr S/O Wonder View Dr",34.12892529262167,-118.33667067005064
1152,"MILITARY  AV  AT  SPROUL  AV",34.03038539860847,-118.4268715102589
1153,"DEVONSHIRE ST AT HAYVENHURST AV",34.257451861029104,-118.49135607399616
1154,"FILMORE ST AT BEACHY AV",34.254578350583536,-118.44513210764256
1155,"12TH  ST  AT  HIGHLAND  AV",34.053324883390935,-118.34146497942164
1156,"TABOR  ST  AT  GLENDON  AV",34.021979092872904,-118.41276417021209
1157,"DEVONSHIRE ST AT HAYVENHURST AV",34.257465782040114,-118.4936068896535
1158,"ARLETA  AV  AT  FILMORE  ST",34.256973572434866,-118.44184966228005
1159,"SELMA  AV  AT  HAYWORTH  AV",34.099899315318815,-118.36157435480094
1160,"WENTWORTH ST AT SPARTON AV",34.2247548516812,-118.42811464961368
1161,"WHITSETT AV AT SARAH ST",34.15399639483748,-118.4052248334033
1162,"NORMANDIE  AV  AT  59TH  ST",33.98752914609933,-118.30021181554031
1163,"TOWNE  AV  AT  SLAUSON  AV",33.98983363157978,-118.26738250237958
1164,"WOODLAKE AV  AT  OXNARD  ST",34.17735062503627,-118.63207480030911
1165,"VALDEZ DR   AT   ROMERO DR",34.15114154709019,-118.55718021269467
1166,"SEPULVEDA  BL  AT  LINCOLN  BL",33.95243536372361,-118.39642625959402
1167,"FLORENCE AV AT VERMONT AV",33.9746249898903,-118.29144495870621
1168,"BROADWAY  AT  WASHINGTON  BL",34.03159147606352,-118.26566735611496
1169,"111th ST AT SAN PEDRO ST",33.93479703255118,-118.27388458628519
1170,"MANCHESTER AV AT NORMANDIE AV",33.96002069633261,-118.29763691649372
1171,"WESTERN  AV  AT  46TH  ST",34.00190754686488,-118.30892871776253
1172,"WOODMAN  AV  AT  WYANDOTTE  ST",34.20120330403646,-118.43127020055982
1173,"PARK WESTERN DR AT WESTERN AV",33.75397832407924,-118.3049513208886
1174,"MONTANA  ST  AT  GLENDALE  BL",34.07984057838651,-118.26028091034348
1175,"BLYTHE ST W/O VAN NUYS BL",34.21523194278597,-118.4488626968942
1176,"FIRMAMENT AV N/O VICTORY BL",34.186650962033454,-118.47188126522094
1177,"PATRICIA  AV  W/O  BARBYDELL  DR",34.03221008494486,-118.40507132088254
1178,"WATSON AV AT DENNI ST",33.783681832787835,-118.2475509826709
1179,"TUJUNGA AV AT WOODBRIDGE ST",34.14674856759683,-118.37898691532492
1180,"WHITE  OAK  AV  S/O  OXNARD  ST",34.179652593790834,-118.51851899953533
1181,"TOBIAS AV  AT  HORTENSE ST",34.15477402833993,-118.45199640639872
1182,"SUNLAND BL  AT  WYNGATE ST",34.25977318390202,-118.32559752114095
1183,"ARLINGTON AV  AT  24TH ST",34.034887425601305,-118.31768978619348
1184,"AGATHA  ST  E/O  SAN  PEDRO  ST",34.03952812711963,-118.24801478053566
1185,"3RD  ST  E/O  HILL  ST",34.050967920305126,-118.24802901869532
1186,"1st ST AT EVERGREEN AV",34.040858819756785,-118.20334137222167
1187,"BLAINE ST   S/O   11TH ST",34.04587921698907,-118.27104828152241
1188,"SANFORD AV AT OPP ST",33.78342162856254,-118.25042892692056
1189,"MIDVALE  AV  AT  OPHIR  DR",34.06822185311666,-118.452534816575
1190,"PECK AV AT 26 th ST",33.72106225880967,-118.2916339483702
1191,"SATICOY  ST  AT  TOBIAS  AV",34.20846243994145,-118.44877625853172
1192,"HASKELL AV AT CHATSWORTH ST",34.26367472288171,-118.47607102039859
1193,"TYRONE AV AT RIVERSIDE DR",34.157608674434954,-118.44434232537164
1194,"AMANITA  AV  S/O  DAY  ST",34.24943046834002,-118.26774209542764
1195,"CENTRAL  AV  N/O  SLAUSON  AV",33.98946377234726,-118.2564482499232
1196,"LARCHMONT BL  S/O  BEVERLY BL",34.07302891078532,-118.32373561985543
1197,"PICO BL AT KENMORE AV",34.0472448582373,-118.29684301422485
1198,"BARRINGTON AV  AT  NAVY ST",34.022687819288514,-118.43866226947031
1199,"WILLOUGHBY  AV  AT  LA BREA  AV",34.08708460365414,-118.34279114156044
1200,"CLUB VIEW DR  AT  ROCHESTER AV",34.065132910825355,-118.4234627510018
1201,"BARBARA ST AT 37th ST",33.715564498015596,-118.30378940854234
1202,"RAMSGATE  AV  S/O  79TH  ST",33.96752137398046,-118.38077684046576
1203,"PARTHENIA ST AT HAYVENHURST AV",34.22844942721391,-118.4938771517771
1204,"VALLEY VISTA  BL W/O STANSBURY AV",34.1431291186701,-118.4414556606832
1205,"COLISEUM ST E/O LA BREA AV",34.018286549827685,-118.35364281270199
1206,"BAINBRIDGE  AV  AT  WOODRUFF  AV",34.07901900965209,-118.43592070320454
1207,"SAWTELLE  BL  AT  IDAHO  AV",34.046487610278106,-118.44842724063919
1208,"CAREY  ST  AT  FISKE  ST",34.04555944291518,-118.52074424977765
1209,"FIGUEROA  ST  S/O  YORK  BL",34.11483229332307,-118.18500508045574
1210,"WOODMAN  AV  AT  OSBORNE  ST",34.22966058290606,-118.43618643993383
1211,"HIGHLAND  AV  AT  FRANKLIN  AV",34.1050546710043,-118.33748622942022
1212,"HASKELL AV AT CHATSWORTH ST",34.26460912836135,-118.47606225189266
1213,"SESNON BL E/O RESEDA BL",34.29647936657979,-118.54179875221382
1214,"WHITSETT  AV  AT  MOORPARK  ST",34.14855342608093,-118.40521173203986
1215,"WYOMING  AV  E/O  FEDERAL  AV",34.04692229216105,-118.45456948504257
1216,"CLUB  DR  N/O  BARBYDELL  DR",34.03453751064692,-118.40165205006565
1217,"HILGARD  AV  N/O  LINDBROOK   DR",34.06163082660462,-118.4416246366404
1218,"SAGINAW  ST  AT  WIOTA  ST",34.13568111794228,-118.19174504552656
1219,"YORK HILL PL W/O ELLENWOOD DR",34.12516210119909,-118.22211897143198
1220,"CASTLE HEIGHTS AV AT BURGEN AV",34.03537646235394,-118.39822776509223
1221,"GAIN ST AT FELLOWS AV",34.27161710838712,-118.40368430663953
1222,"SEPULVEDA BL AT MOUNTAINGATE DR",34.115470651925776,-118.4826317687565
1223,"WHITSETT AV AT CHANDLER BL",34.168308582327356,-118.40525698605954
1224,"BUNDY DR  AT  KEARSARGE ST",34.05919640044961,-118.4756174523462
1225,"PATTON  AV   AT   7TH  ST",33.73791015233215,-118.30556727363611
1226,"9TH  ST  AT  MEYLER  ST",33.736063365658644,-118.29455527998253
1227,"VAN NESS AV S/O 5th ST",34.06532955719308,-118.31563555307028
1228,"CENTRAL AV AT 109th ST",33.93781154992364,-118.25418473217692
1229,"WILTON  PL  AT  CARLTON  WAY",34.09933311325541,-118.31363120831126
1230,"RANCHITO  AV   AT   VICTORY  BL",34.1848564371259,-118.43562588333462
1231,"HAZELTINE AV S/O OXNARD ST",34.17847479338845,-118.43998868379518
1232,"DENNY  AV  AT  CALVERT  ST",34.17943138249784,-118.36485624783646
1233,"7th ST AT KOHLER ST",34.03758507065988,-118.24232455325729
1234,"103RD ST   AT   COMPTON  AV",33.943253500554704,-118.24625425778622
1235,"DENNI ST AT MARINE AV",33.784750682308186,-118.26281559759545
1236,"HOOVER ST AT ARBOR PL",33.92087687323495,-118.28698686185292
1237,"OPP ST AT KING AV",33.78219324896091,-118.27569697889048
1238,"COLLINS  ST  E/O  LANKERSHIM  BL",34.173977707127904,-118.37903524654361
1239,"VALERIO  ST  E/O  LANKERSHIM  BL",34.204832988358355,-118.38665126150028
1240,"BURBANK BL AT LANKERSHIM BL",34.172161229265186,-118.37903403745028
1241,"PENMAR  AV  AT  MORNINGSIDE  WAY",34.003712232639494,-118.45800979972556
1242,"42ND  PL  AT  DENKER  AV",34.006074737066086,-118.30345335136845
1243,"CENTRAL AV AT VERNON AV",34.00394331480231,-118.25649065474464
1244,"114th ST E/O WILMINGTON AV",33.931496135516625,-118.23905293252321
1245,"OLYMPIC  BL  AT  VERMONT  AV",34.052403926800245,-118.29071844700951
1246,"WALL  ST  AT  47TH  ST",34.00203500668439,-118.2717892410621
1247,"BEDFORD  ST  AT  CADILLAC  AV",34.041596841222116,-118.38364849679702
1248,"VANALDEN  AV  AT  GREENBRIAR  DR",34.145220427228345,-118.55633981229657
1249,"MOORPARK ST AT  CAHUENGA BL",34.15038361264854,-118.36039540104863
1250,"CHANDLER  BL  AT  TUJUNGA  AV",34.168062685513554,-118.3789827846026
1251,"KITTRIDGE  ST  W/O  GLORIA  AV",34.1902851871398,-118.47929370087958
1252,"SATICOY  ST  AT  TOBIAS  AV",34.20846026050913,-118.45201860203562
1253,"ROSCOE  BL  AT  MASON  AV",34.22007042782069,-118.57978444236657
